identity,species,experiment_split,image_count
ZindiTurtleRecall_t_id_5iAmgUWw,sea turtle,validation,1
ZindiTurtleRecall_t_id_5kLlXDBb,sea turtle,test,1
ZindiTurtleRecall_t_id_5kLlXDBb,sea turtle,train,6
ZindiTurtleRecall_t_id_5kLlXDBb,sea turtle,validation,1
ZindiTurtleRecall_t_id_5mZsY0DO,sea turtle,test,1
ZindiTurtleRecall_t_id_5mZsY0DO,sea turtle,train,4
ZindiTurtleRecall_t_id_5mZsY0DO,sea turtle,validation,2
ZindiTurtleRecall_t_id_5qfbIGA6,sea turtle,test,1
ZindiTurtleRecall_t_id_5qfbIGA6,sea turtle,train,3
ZindiTurtleRecall_t_id_5qfbIGA6,sea turtle,validation,2
ZindiTurtleRecall_t_id_5snGhqE9,sea turtle,test,1
ZindiTurtleRecall_t_id_5snGhqE9,sea turtle,train,6
ZindiTurtleRecall_t_id_5snGhqE9,sea turtle,validation,2
ZindiTurtleRecall_t_id_5t2UhDYI,sea turtle,test,2
ZindiTurtleRecall_t_id_5t2UhDYI,sea turtle,train,10
ZindiTurtleRecall_t_id_5t2UhDYI,sea turtle,validation,2
ZindiTurtleRecall_t_id_5tKM7aOx,sea turtle,train,1
ZindiTurtleRecall_t_id_5tMOgMOQ,sea turtle,test,1
ZindiTurtleRecall_t_id_5tMOgMOQ,sea turtle,train,2
ZindiTurtleRecall_t_id_5tQq1T6O,sea turtle,test,1
ZindiTurtleRecall_t_id_5tQq1T6O,sea turtle,train,3
ZindiTurtleRecall_t_id_5xMeJ4pS,sea turtle,test,1
ZindiTurtleRecall_t_id_5xMeJ4pS,sea turtle,train,3
ZindiTurtleRecall_t_id_603fO3cq,sea turtle,test,1
ZindiTurtleRecall_t_id_603fO3cq,sea turtle,train,4
ZindiTurtleRecall_t_id_603fO3cq,sea turtle,validation,1
ZindiTurtleRecall_t_id_60IfR7LL,sea turtle,test,1
ZindiTurtleRecall_t_id_60IfR7LL,sea turtle,train,4
ZindiTurtleRecall_t_id_60PzOX42,sea turtle,test,1
ZindiTurtleRecall_t_id_60PzOX42,sea turtle,train,1
ZindiTurtleRecall_t_id_60PzOX42,sea turtle,validation,1
ZindiTurtleRecall_t_id_61nQBcTo,sea turtle,test,1
ZindiTurtleRecall_t_id_61nQBcTo,sea turtle,train,2
ZindiTurtleRecall_t_id_63eMFNAV,sea turtle,test,1
ZindiTurtleRecall_t_id_63eMFNAV,sea turtle,train,2
ZindiTurtleRecall_t_id_64e0FJbK,sea turtle,test,1
ZindiTurtleRecall_t_id_64e0FJbK,sea turtle,train,1
ZindiTurtleRecall_t_id_64e0FJbK,sea turtle,validation,1
ZindiTurtleRecall_t_id_67uvH0nC,sea turtle,test,2
ZindiTurtleRecall_t_id_67uvH0nC,sea turtle,train,11
ZindiTurtleRecall_t_id_68CBHrTv,sea turtle,test,1
ZindiTurtleRecall_t_id_68CBHrTv,sea turtle,train,2
ZindiTurtleRecall_t_id_68NP6sDw,sea turtle,test,1
ZindiTurtleRecall_t_id_68NP6sDw,sea turtle,train,2
ZindiTurtleRecall_t_id_68NP6sDw,sea turtle,validation,1
ZindiTurtleRecall_t_id_6AKSjjR4,sea turtle,test,1
ZindiTurtleRecall_t_id_6AKSjjR4,sea turtle,train,6
ZindiTurtleRecall_t_id_6AKSjjR4,sea turtle,validation,1
ZindiTurtleRecall_t_id_6BLb3Eic,sea turtle,test,1
ZindiTurtleRecall_t_id_6BLb3Eic,sea turtle,train,2
ZindiTurtleRecall_t_id_6BMch1E4,sea turtle,test,2
ZindiTurtleRecall_t_id_6BMch1E4,sea turtle,train,7
ZindiTurtleRecall_t_id_6BMch1E4,sea turtle,validation,2
ZindiTurtleRecall_t_id_6C0edsmm,sea turtle,test,1
ZindiTurtleRecall_t_id_6C0edsmm,sea turtle,train,1
ZindiTurtleRecall_t_id_6C0edsmm,sea turtle,validation,1
ZindiTurtleRecall_t_id_6DYFAx4Y,sea turtle,test,2
ZindiTurtleRecall_t_id_6DYFAx4Y,sea turtle,train,8
ZindiTurtleRecall_t_id_6DYFAx4Y,sea turtle,validation,2
ZindiTurtleRecall_t_id_6DttJtWu,sea turtle,test,1
ZindiTurtleRecall_t_id_6DttJtWu,sea turtle,train,2
ZindiTurtleRecall_t_id_6E6XyEQI,sea turtle,test,1
ZindiTurtleRecall_t_id_6E6XyEQI,sea turtle,train,1
ZindiTurtleRecall_t_id_6E6XyEQI,sea turtle,validation,1
ZindiTurtleRecall_t_id_6H9kkx2z,sea turtle,test,1
ZindiTurtleRecall_t_id_6H9kkx2z,sea turtle,train,4
ZindiTurtleRecall_t_id_6HjuiTBl,sea turtle,test,3
ZindiTurtleRecall_t_id_6HscVoiS,sea turtle,test,1
ZindiTurtleRecall_t_id_6HscVoiS,sea turtle,train,2
ZindiTurtleRecall_t_id_6JyVuJtE,sea turtle,test,1
ZindiTurtleRecall_t_id_6JyVuJtE,sea turtle,train,2
ZindiTurtleRecall_t_id_6M37z5dB,sea turtle,test,1
ZindiTurtleRecall_t_id_6M37z5dB,sea turtle,train,1
ZindiTurtleRecall_t_id_6M37z5dB,sea turtle,validation,1
ZindiTurtleRecall_t_id_6M82myF7,sea turtle,test,1
ZindiTurtleRecall_t_id_6M82myF7,sea turtle,train,4
ZindiTurtleRecall_t_id_6MBlbQiB,sea turtle,test,2
ZindiTurtleRecall_t_id_6MBlbQiB,sea turtle,train,9
ZindiTurtleRecall_t_id_6MBlbQiB,sea turtle,validation,3
ZindiTurtleRecall_t_id_6MqdKTIL,sea turtle,test,1
ZindiTurtleRecall_t_id_6MqdKTIL,sea turtle,train,2
ZindiTurtleRecall_t_id_6PFhdt0v,sea turtle,test,3
ZindiTurtleRecall_t_id_6PhOOQvE,sea turtle,test,3
ZindiTurtleRecall_t_id_6PhOOQvE,sea turtle,train,18
ZindiTurtleRecall_t_id_6PhOOQvE,sea turtle,validation,1
ZindiTurtleRecall_t_id_6PoNjXGq,sea turtle,test,1
ZindiTurtleRecall_t_id_6PoNjXGq,sea turtle,train,2
ZindiTurtleRecall_t_id_6T8MJRFT,sea turtle,test,1
ZindiTurtleRecall_t_id_6T8MJRFT,sea turtle,train,2
ZindiTurtleRecall_t_id_6TKvZ9if,sea turtle,test,1
ZindiTurtleRecall_t_id_6TKvZ9if,sea turtle,train,4
ZindiTurtleRecall_t_id_6TKvZ9if,sea turtle,validation,1
ZindiTurtleRecall_t_id_6d0AgkXu,sea turtle,test,1
ZindiTurtleRecall_t_id_6d0AgkXu,sea turtle,train,2
ZindiTurtleRecall_t_id_6gPjKhcZ,sea turtle,test,1
ZindiTurtleRecall_t_id_6gPjKhcZ,sea turtle,train,2
ZindiTurtleRecall_t_id_6gm9eboc,sea turtle,test,4
ZindiTurtleRecall_t_id_6iDDaGFJ,sea turtle,test,1
ZindiTurtleRecall_t_id_6iDDaGFJ,sea turtle,train,4
ZindiTurtleRecall_t_id_6iDDaGFJ,sea turtle,validation,1
ZindiTurtleRecall_t_id_6ielDsvh,sea turtle,test,1
ZindiTurtleRecall_t_id_6ielDsvh,sea turtle,train,5
ZindiTurtleRecall_t_id_6kTQzb5i,sea turtle,test,1
ZindiTurtleRecall_t_id_6kTQzb5i,sea turtle,train,5
ZindiTurtleRecall_t_id_6khq1Djd,sea turtle,test,1
ZindiTurtleRecall_t_id_6khq1Djd,sea turtle,train,2
ZindiTurtleRecall_t_id_6lV7RN8m,sea turtle,test,1
ZindiTurtleRecall_t_id_6lV7RN8m,sea turtle,train,4
ZindiTurtleRecall_t_id_6lV7RN8m,sea turtle,validation,2
ZindiTurtleRecall_t_id_6mYtCtD6,sea turtle,test,1
ZindiTurtleRecall_t_id_6mYtCtD6,sea turtle,train,1
ZindiTurtleRecall_t_id_6mYtCtD6,sea turtle,validation,1
ZindiTurtleRecall_t_id_6oC4LWHd,sea turtle,test,1
ZindiTurtleRecall_t_id_6oC4LWHd,sea turtle,train,2
ZindiTurtleRecall_t_id_6p0VYbUJ,sea turtle,test,1
ZindiTurtleRecall_t_id_6p0VYbUJ,sea turtle,train,5
ZindiTurtleRecall_t_id_6pWdNb0L,sea turtle,test,1
ZindiTurtleRecall_t_id_6pWdNb0L,sea turtle,train,1
ZindiTurtleRecall_t_id_6qgjSr5B,sea turtle,test,1
ZindiTurtleRecall_t_id_6qgjSr5B,sea turtle,train,1
ZindiTurtleRecall_t_id_6qgjSr5B,sea turtle,validation,1
ZindiTurtleRecall_t_id_6tqwFPdK,sea turtle,test,2
ZindiTurtleRecall_t_id_6tqwFPdK,sea turtle,train,9
ZindiTurtleRecall_t_id_6tqwFPdK,sea turtle,validation,1
ZindiTurtleRecall_t_id_6vM3BZsm,sea turtle,test,1
ZindiTurtleRecall_t_id_6vM3BZsm,sea turtle,train,1
ZindiTurtleRecall_t_id_6vM3BZsm,sea turtle,validation,1
ZindiTurtleRecall_t_id_6wzLMjpR,sea turtle,test,1
ZindiTurtleRecall_t_id_6wzLMjpR,sea turtle,train,2
ZindiTurtleRecall_t_id_6xPyJIUw,sea turtle,test,1
ZindiTurtleRecall_t_id_6xPyJIUw,sea turtle,train,5
ZindiTurtleRecall_t_id_6xPyJIUw,sea turtle,validation,2
ZindiTurtleRecall_t_id_6xQAQvQb,sea turtle,test,1
ZindiTurtleRecall_t_id_6xQAQvQb,sea turtle,train,2
ZindiTurtleRecall_t_id_6xQg3HZS,sea turtle,test,1
ZindiTurtleRecall_t_id_6xQg3HZS,sea turtle,train,1
ZindiTurtleRecall_t_id_6xQg3HZS,sea turtle,validation,1
ZindiTurtleRecall_t_id_6yEvZ6IY,sea turtle,test,1
ZindiTurtleRecall_t_id_6yEvZ6IY,sea turtle,train,3
ZindiTurtleRecall_t_id_6yEvZ6IY,sea turtle,validation,2
ZindiTurtleRecall_t_id_6yr2C9fj,sea turtle,test,1
ZindiTurtleRecall_t_id_6yr2C9fj,sea turtle,train,2
ZindiTurtleRecall_t_id_72SiiZCp,sea turtle,test,4
ZindiTurtleRecall_t_id_72SiiZCp,sea turtle,train,16
ZindiTurtleRecall_t_id_72SiiZCp,sea turtle,validation,6
ZindiTurtleRecall_t_id_73czgZbS,sea turtle,test,1
ZindiTurtleRecall_t_id_73czgZbS,sea turtle,train,3
ZindiTurtleRecall_t_id_73czgZbS,sea turtle,validation,1
ZindiTurtleRecall_t_id_740UzRUp,sea turtle,test,2
ZindiTurtleRecall_t_id_740UzRUp,sea turtle,train,8
ZindiTurtleRecall_t_id_740UzRUp,sea turtle,validation,2
ZindiTurtleRecall_t_id_75qaUrzl,sea turtle,test,1
ZindiTurtleRecall_t_id_75qaUrzl,sea turtle,train,3
ZindiTurtleRecall_t_id_75sE0fQK,sea turtle,test,4
ZindiTurtleRecall_t_id_7D8eEtzW,sea turtle,test,1
ZindiTurtleRecall_t_id_7D8eEtzW,sea turtle,train,1
ZindiTurtleRecall_t_id_7D8eEtzW,sea turtle,validation,1
ZindiTurtleRecall_t_id_7DtNwSJJ,sea turtle,test,1
ZindiTurtleRecall_t_id_7DtNwSJJ,sea turtle,train,2
ZindiTurtleRecall_t_id_7FIVhhZ8,sea turtle,test,1
ZindiTurtleRecall_t_id_7FIVhhZ8,sea turtle,train,2
ZindiTurtleRecall_t_id_7FUuPZto,sea turtle,test,1
ZindiTurtleRecall_t_id_7FUuPZto,sea turtle,train,3
ZindiTurtleRecall_t_id_7FrXI6fv,sea turtle,test,1
ZindiTurtleRecall_t_id_7FrXI6fv,sea turtle,train,1
ZindiTurtleRecall_t_id_7FrXI6fv,sea turtle,validation,1
ZindiTurtleRecall_t_id_7GCihXJu,sea turtle,test,2
ZindiTurtleRecall_t_id_7GCihXJu,sea turtle,train,9
ZindiTurtleRecall_t_id_7KvwmSlL,sea turtle,test,1
ZindiTurtleRecall_t_id_7KvwmSlL,sea turtle,train,2
ZindiTurtleRecall_t_id_7LIHpbSr,sea turtle,test,2
ZindiTurtleRecall_t_id_7LIHpbSr,sea turtle,train,5
ZindiTurtleRecall_t_id_7LIHpbSr,sea turtle,validation,3
ZindiTurtleRecall_t_id_7LIO1vuB,sea turtle,test,2
ZindiTurtleRecall_t_id_7LIO1vuB,sea turtle,train,9
ZindiTurtleRecall_t_id_7LIO1vuB,sea turtle,validation,1
ZindiTurtleRecall_t_id_7LK7ZB53,sea turtle,test,1
ZindiTurtleRecall_t_id_7LK7ZB53,sea turtle,train,2
ZindiTurtleRecall_t_id_7MT8RGc9,sea turtle,test,2
ZindiTurtleRecall_t_id_7MT8RGc9,sea turtle,train,10
ZindiTurtleRecall_t_id_7NvNPci8,sea turtle,test,1
ZindiTurtleRecall_t_id_7NvNPci8,sea turtle,train,2
ZindiTurtleRecall_t_id_7QG4zNKX,sea turtle,test,1
ZindiTurtleRecall_t_id_7QG4zNKX,sea turtle,train,4
ZindiTurtleRecall_t_id_7QZGC0CF,sea turtle,test,1
ZindiTurtleRecall_t_id_7QZGC0CF,sea turtle,train,2
ZindiTurtleRecall_t_id_7Qo68L4D,sea turtle,test,3
ZindiTurtleRecall_t_id_7SC9mstj,sea turtle,test,2
ZindiTurtleRecall_t_id_7SC9mstj,sea turtle,train,10
ZindiTurtleRecall_t_id_7SC9mstj,sea turtle,validation,1
ZindiTurtleRecall_t_id_7VXJ5eEJ,sea turtle,test,1
ZindiTurtleRecall_t_id_7VXJ5eEJ,sea turtle,train,5
ZindiTurtleRecall_t_id_7XmVqjCJ,sea turtle,test,1
ZindiTurtleRecall_t_id_7XmVqjCJ,sea turtle,train,3
ZindiTurtleRecall_t_id_7ZsG6C46,sea turtle,test,1
ZindiTurtleRecall_t_id_7ZsG6C46,sea turtle,train,2
ZindiTurtleRecall_t_id_7aAM6B74,sea turtle,test,1
ZindiTurtleRecall_t_id_7aAM6B74,sea turtle,train,2
ZindiTurtleRecall_t_id_7abJW0iv,sea turtle,test,1
ZindiTurtleRecall_t_id_7abJW0iv,sea turtle,train,2
ZindiTurtleRecall_t_id_7anFBDAi,sea turtle,test,1
ZindiTurtleRecall_t_id_7anFBDAi,sea turtle,train,3
ZindiTurtleRecall_t_id_7atDQtYj,sea turtle,test,1
ZindiTurtleRecall_t_id_7atDQtYj,sea turtle,train,2
ZindiTurtleRecall_t_id_7bJRewUc,sea turtle,test,1
ZindiTurtleRecall_t_id_7bJRewUc,sea turtle,train,1
ZindiTurtleRecall_t_id_7bJRewUc,sea turtle,validation,1
ZindiTurtleRecall_t_id_7c8Yo2db,sea turtle,test,1
ZindiTurtleRecall_t_id_7c8Yo2db,sea turtle,train,2
ZindiTurtleRecall_t_id_7e724qSs,sea turtle,test,1
ZindiTurtleRecall_t_id_7e724qSs,sea turtle,train,4
ZindiTurtleRecall_t_id_7eSbdJkH,sea turtle,test,1
ZindiTurtleRecall_t_id_7eSbdJkH,sea turtle,train,2
ZindiTurtleRecall_t_id_7gFFZy7i,sea turtle,test,3
ZindiTurtleRecall_t_id_7gFFZy7i,sea turtle,train,13
ZindiTurtleRecall_t_id_7gFFZy7i,sea turtle,validation,1
ZindiTurtleRecall_t_id_7nXuiuYZ,sea turtle,test,1
ZindiTurtleRecall_t_id_7nXuiuYZ,sea turtle,train,4
ZindiTurtleRecall_t_id_7nXuiuYZ,sea turtle,validation,1
ZindiTurtleRecall_t_id_7nnT41wA,sea turtle,test,1
ZindiTurtleRecall_t_id_7nnT41wA,sea turtle,train,3
ZindiTurtleRecall_t_id_7p36mHsZ,sea turtle,test,1
ZindiTurtleRecall_t_id_7p36mHsZ,sea turtle,train,2
ZindiTurtleRecall_t_id_7tk1fihA,sea turtle,test,1
ZindiTurtleRecall_t_id_7tk1fihA,sea turtle,train,6
ZindiTurtleRecall_t_id_7tk1fihA,sea turtle,validation,1
ZindiTurtleRecall_t_id_7uPNzBKq,sea turtle,test,1
ZindiTurtleRecall_t_id_7uPNzBKq,sea turtle,train,2
ZindiTurtleRecall_t_id_7xl9oxCC,sea turtle,test,1
ZindiTurtleRecall_t_id_7xl9oxCC,sea turtle,train,4
ZindiTurtleRecall_t_id_7xl9oxCC,sea turtle,validation,1
ZindiTurtleRecall_t_id_80O3cONJ,sea turtle,test,3
ZindiTurtleRecall_t_id_81u8wvF3,sea turtle,test,1
ZindiTurtleRecall_t_id_81u8wvF3,sea turtle,train,2
ZindiTurtleRecall_t_id_8236c6VZ,sea turtle,test,1
ZindiTurtleRecall_t_id_8236c6VZ,sea turtle,train,5
ZindiTurtleRecall_t_id_8236c6VZ,sea turtle,validation,1
ZindiTurtleRecall_t_id_837gvB2O,sea turtle,test,1
ZindiTurtleRecall_t_id_837gvB2O,sea turtle,train,4
ZindiTurtleRecall_t_id_84ALA5OQ,sea turtle,test,1
ZindiTurtleRecall_t_id_84ALA5OQ,sea turtle,train,2
ZindiTurtleRecall_t_id_86UU3dOz,sea turtle,test,1
ZindiTurtleRecall_t_id_86UU3dOz,sea turtle,train,2
ZindiTurtleRecall_t_id_87CLFCvE,sea turtle,test,2
ZindiTurtleRecall_t_id_87CLFCvE,sea turtle,train,8
ZindiTurtleRecall_t_id_87CLFCvE,sea turtle,validation,1
ZindiTurtleRecall_t_id_88boh82G,sea turtle,test,6
ZindiTurtleRecall_t_id_89379gOw,sea turtle,test,1
ZindiTurtleRecall_t_id_89379gOw,sea turtle,train,2
ZindiTurtleRecall_t_id_8BsKOQuW,sea turtle,test,1
ZindiTurtleRecall_t_id_8BsKOQuW,sea turtle,train,5
ZindiTurtleRecall_t_id_8C5OQUDw,sea turtle,test,1
ZindiTurtleRecall_t_id_8C5OQUDw,sea turtle,train,1
ZindiTurtleRecall_t_id_8C5OQUDw,sea turtle,validation,1
ZindiTurtleRecall_t_id_8C5V8C5u,sea turtle,test,1
ZindiTurtleRecall_t_id_8C5V8C5u,sea turtle,train,2
ZindiTurtleRecall_t_id_8E3hISsv,sea turtle,test,2
ZindiTurtleRecall_t_id_8E3hISsv,sea turtle,train,8
ZindiTurtleRecall_t_id_8E3hISsv,sea turtle,validation,3
ZindiTurtleRecall_t_id_8F97J2A1,sea turtle,test,1
ZindiTurtleRecall_t_id_8F97J2A1,sea turtle,train,4
ZindiTurtleRecall_t_id_8GTBVUIe,sea turtle,test,1
ZindiTurtleRecall_t_id_8GTBVUIe,sea turtle,train,2
ZindiTurtleRecall_t_id_8JLVnxBZ,sea turtle,test,1
ZindiTurtleRecall_t_id_8JLVnxBZ,sea turtle,train,1
ZindiTurtleRecall_t_id_8JLVnxBZ,sea turtle,validation,1
ZindiTurtleRecall_t_id_8L4N48o6,sea turtle,test,1
ZindiTurtleRecall_t_id_8L4N48o6,sea turtle,train,2
ZindiTurtleRecall_t_id_8L4N48o6,sea turtle,validation,1
ZindiTurtleRecall_t_id_8OXyAdGd,sea turtle,test,1
ZindiTurtleRecall_t_id_8OXyAdGd,sea turtle,train,1
ZindiTurtleRecall_t_id_8OXyAdGd,sea turtle,validation,1
ZindiTurtleRecall_t_id_8Q4ruggg,sea turtle,test,1
ZindiTurtleRecall_t_id_8Q4ruggg,sea turtle,train,6
ZindiTurtleRecall_t_id_8Q4ruggg,sea turtle,validation,2
ZindiTurtleRecall_t_id_8Q5HlOOO,sea turtle,test,1
ZindiTurtleRecall_t_id_8Q5HlOOO,sea turtle,train,5
ZindiTurtleRecall_t_id_8TOw4jvK,sea turtle,test,1
ZindiTurtleRecall_t_id_8TOw4jvK,sea turtle,train,1
ZindiTurtleRecall_t_id_8VzJ4Kw8,sea turtle,test,1
ZindiTurtleRecall_t_id_8VzJ4Kw8,sea turtle,train,2
ZindiTurtleRecall_t_id_8WjPqMEF,sea turtle,test,1
ZindiTurtleRecall_t_id_8WjPqMEF,sea turtle,train,1
ZindiTurtleRecall_t_id_8WjPqMEF,sea turtle,validation,1
ZindiTurtleRecall_t_id_8X69NaKi,sea turtle,test,1
ZindiTurtleRecall_t_id_8X69NaKi,sea turtle,train,5
ZindiTurtleRecall_t_id_8b8sprYe,sea turtle,test,8
ZindiTurtleRecall_t_id_8b8sprYe,sea turtle,train,35
ZindiTurtleRecall_t_id_8b8sprYe,sea turtle,validation,7
ZindiTurtleRecall_t_id_8bn7khcb,sea turtle,test,1
ZindiTurtleRecall_t_id_8bn7khcb,sea turtle,train,1
ZindiTurtleRecall_t_id_8bn7khcb,sea turtle,validation,1
ZindiTurtleRecall_t_id_8ce0IZqx,sea turtle,test,2
ZindiTurtleRecall_t_id_8ce0IZqx,sea turtle,train,8
ZindiTurtleRecall_t_id_8ce0IZqx,sea turtle,validation,1
ZindiTurtleRecall_t_id_8guIYrR3,sea turtle,test,1
ZindiTurtleRecall_t_id_8guIYrR3,sea turtle,train,2
ZindiTurtleRecall_t_id_8h7usUUf,sea turtle,test,1
ZindiTurtleRecall_t_id_8h7usUUf,sea turtle,train,5
ZindiTurtleRecall_t_id_8kXoFqeK,sea turtle,test,1
ZindiTurtleRecall_t_id_8kXoFqeK,sea turtle,train,2
ZindiTurtleRecall_t_id_8lQ3Qmh6,sea turtle,test,3
ZindiTurtleRecall_t_id_8lQ3Qmh6,sea turtle,train,13
ZindiTurtleRecall_t_id_8lQ3Qmh6,sea turtle,validation,2
ZindiTurtleRecall_t_id_8nsNimMt,sea turtle,test,1
ZindiTurtleRecall_t_id_8nsNimMt,sea turtle,train,2
ZindiTurtleRecall_t_id_8nyDQMQU,sea turtle,test,1
ZindiTurtleRecall_t_id_8nyDQMQU,sea turtle,train,1
ZindiTurtleRecall_t_id_8nyDQMQU,sea turtle,validation,1
ZindiTurtleRecall_t_id_8oqIEM8M,sea turtle,test,1
ZindiTurtleRecall_t_id_8oqIEM8M,sea turtle,train,4
ZindiTurtleRecall_t_id_8oqIEM8M,sea turtle,validation,1
ZindiTurtleRecall_t_id_8sQ3R8zj,sea turtle,test,1
ZindiTurtleRecall_t_id_8sQ3R8zj,sea turtle,train,2
ZindiTurtleRecall_t_id_8sZZhDnc,sea turtle,test,1
ZindiTurtleRecall_t_id_8sZZhDnc,sea turtle,train,2
ZindiTurtleRecall_t_id_8tSzQNCp,sea turtle,test,1
ZindiTurtleRecall_t_id_8tSzQNCp,sea turtle,train,2
ZindiTurtleRecall_t_id_8uiuJQh4,sea turtle,test,1
ZindiTurtleRecall_t_id_8uiuJQh4,sea turtle,train,2
ZindiTurtleRecall_t_id_8vEFBm5v,sea turtle,test,1
ZindiTurtleRecall_t_id_8vEFBm5v,sea turtle,train,4
ZindiTurtleRecall_t_id_8vEFBm5v,sea turtle,validation,1
ZindiTurtleRecall_t_id_8vgB6unV,sea turtle,test,1
ZindiTurtleRecall_t_id_8vgB6unV,sea turtle,train,1
ZindiTurtleRecall_t_id_8vgB6unV,sea turtle,validation,1
ZindiTurtleRecall_t_id_8wc9b6eh,sea turtle,test,1
ZindiTurtleRecall_t_id_8wc9b6eh,sea turtle,train,4
ZindiTurtleRecall_t_id_8wc9b6eh,sea turtle,validation,1
ZindiTurtleRecall_t_id_8y80ET5B,sea turtle,test,1
ZindiTurtleRecall_t_id_8y80ET5B,sea turtle,train,3
ZindiTurtleRecall_t_id_90EiKvnp,sea turtle,test,1
ZindiTurtleRecall_t_id_90EiKvnp,sea turtle,train,6
ZindiTurtleRecall_t_id_90EiKvnp,sea turtle,validation,2
ZindiTurtleRecall_t_id_91GGfQCK,sea turtle,test,1
ZindiTurtleRecall_t_id_91GGfQCK,sea turtle,train,4
ZindiTurtleRecall_t_id_91GGfQCK,sea turtle,validation,1
ZindiTurtleRecall_t_id_93jkM5jK,sea turtle,test,1
ZindiTurtleRecall_t_id_93jkM5jK,sea turtle,train,2
ZindiTurtleRecall_t_id_94TxBrnC,sea turtle,test,1
ZindiTurtleRecall_t_id_94TxBrnC,sea turtle,train,2
ZindiTurtleRecall_t_id_94xxqCBH,sea turtle,test,1
ZindiTurtleRecall_t_id_94xxqCBH,sea turtle,train,3
ZindiTurtleRecall_t_id_9BfBWnte,sea turtle,test,1
ZindiTurtleRecall_t_id_9BfBWnte,sea turtle,train,2
ZindiTurtleRecall_t_id_9Cl8cMT8,sea turtle,test,1
ZindiTurtleRecall_t_id_9Cl8cMT8,sea turtle,train,8
ZindiTurtleRecall_t_id_9EJFzFz1,sea turtle,test,1
ZindiTurtleRecall_t_id_9EJFzFz1,sea turtle,train,2
ZindiTurtleRecall_t_id_9FY0DXKu,sea turtle,test,1
ZindiTurtleRecall_t_id_9FY0DXKu,sea turtle,train,3
ZindiTurtleRecall_t_id_9GFmcOd5,sea turtle,test,6
ZindiTurtleRecall_t_id_9GFmcOd5,sea turtle,train,26
ZindiTurtleRecall_t_id_9GFmcOd5,sea turtle,validation,6
ZindiTurtleRecall_t_id_9KHuJfvT,sea turtle,test,1
ZindiTurtleRecall_t_id_9KHuJfvT,sea turtle,train,2
ZindiTurtleRecall_t_id_9LPqdEH2,sea turtle,test,1
ZindiTurtleRecall_t_id_9LPqdEH2,sea turtle,train,2
ZindiTurtleRecall_t_id_9M3d0yBk,sea turtle,test,6
ZindiTurtleRecall_t_id_9QGx0oP6,sea turtle,test,6
ZindiTurtleRecall_t_id_9QvIbgBZ,sea turtle,test,1
ZindiTurtleRecall_t_id_9QvIbgBZ,sea turtle,train,5
ZindiTurtleRecall_t_id_9UKay51s,sea turtle,test,1
ZindiTurtleRecall_t_id_9UKay51s,sea turtle,train,5
ZindiTurtleRecall_t_id_9V9qXnur,sea turtle,test,1
ZindiTurtleRecall_t_id_9V9qXnur,sea turtle,train,3
ZindiTurtleRecall_t_id_9V9qXnur,sea turtle,validation,2
ZindiTurtleRecall_t_id_9YXAIhtI,sea turtle,test,1
ZindiTurtleRecall_t_id_9YXAIhtI,sea turtle,train,2
ZindiTurtleRecall_t_id_9b0MhmYa,sea turtle,test,2
ZindiTurtleRecall_t_id_9b0MhmYa,sea turtle,train,8
ZindiTurtleRecall_t_id_9b0MhmYa,sea turtle,validation,3
ZindiTurtleRecall_t_id_9cOX4Goj,sea turtle,test,1
ZindiTurtleRecall_t_id_9cOX4Goj,sea turtle,train,2
ZindiTurtleRecall_t_id_9cyNVfJk,sea turtle,test,3
ZindiTurtleRecall_t_id_9dlMQMYW,sea turtle,test,1
ZindiTurtleRecall_t_id_9dlMQMYW,sea turtle,train,1
ZindiTurtleRecall_t_id_9dlMQMYW,sea turtle,validation,1
ZindiTurtleRecall_t_id_9fzItukM,sea turtle,test,7
ZindiTurtleRecall_t_id_9ghqXTak,sea turtle,test,1
ZindiTurtleRecall_t_id_9ghqXTak,sea turtle,train,3
ZindiTurtleRecall_t_id_9ghqXTak,sea turtle,validation,2
ZindiTurtleRecall_t_id_9gnw6RlY,sea turtle,test,1
ZindiTurtleRecall_t_id_9gnw6RlY,sea turtle,train,5
ZindiTurtleRecall_t_id_9l6NAmYv,sea turtle,test,1
ZindiTurtleRecall_t_id_9l6NAmYv,sea turtle,train,4
ZindiTurtleRecall_t_id_9l6NAmYv,sea turtle,validation,1
ZindiTurtleRecall_t_id_9lpEv7Xz,sea turtle,test,1
ZindiTurtleRecall_t_id_9lpEv7Xz,sea turtle,train,8
ZindiTurtleRecall_t_id_9nr22yxk,sea turtle,test,1
ZindiTurtleRecall_t_id_9nr22yxk,sea turtle,train,2
ZindiTurtleRecall_t_id_9pfxjOtX,sea turtle,test,1
ZindiTurtleRecall_t_id_9pfxjOtX,sea turtle,train,2
ZindiTurtleRecall_t_id_9pfxjOtX,sea turtle,validation,1
ZindiTurtleRecall_t_id_9qhLJ1ia,sea turtle,test,1
ZindiTurtleRecall_t_id_9qhLJ1ia,sea turtle,train,2
ZindiTurtleRecall_t_id_9sJM3BjK,sea turtle,test,1
ZindiTurtleRecall_t_id_9sJM3BjK,sea turtle,train,2
ZindiTurtleRecall_t_id_9w1vnMBj,sea turtle,test,1
ZindiTurtleRecall_t_id_9w1vnMBj,sea turtle,train,2
ZindiTurtleRecall_t_id_9xI6LsJ4,sea turtle,test,1
